0 -30 -50 1 0.5 
0.25 -29.68852 -49.860474 1.4910316 0.62232709 
0.5 -29.257725 -49.686131 1.9413251 0.77696455 
0.75 -28.72954 -49.470112 2.2513547 0.9545083 
1 -28.151876 -49.206959 2.3268111 1.155852 
1.25 -27.5863 -48.888588 2.1642559 1.4002773 
1.5 -27.081308 -48.501972 1.8636292 1.7011395 
1.75 -26.655745 -48.03614 1.5457859 2.0220954 
2 -26.304087 -47.497681 1.2775967 2.2610681 
2.25 -26.012388 -46.922718 1.0632548 2.2973497 
2.5 -25.769733 -46.370213 0.88221025 2.0833335 
2.75 -25.56922 -45.896854 0.7265678 1.6811912 
3 -25.403625 -45.536316 0.60482603 1.1973327 
3.25 -25.263088 -45.29863 0.52750909 0.70635492 
3.5 -25.135687 -45.181595 0.50029606 0.23280331 
3.75 -25.008562 -45.181389 0.52559268 -0.2310037 
4 -24.868399 -45.297768 0.60475171 -0.70252627 
4.25 -24.701729 -45.533947 0.73720288 -1.1885337 
4.5 -24.495865 -45.891243 0.91650581 -1.6633121 
4.75 -24.240793 -46.358654 1.1279302 -2.0535624 
5 -23.930502 -46.902668 1.3567429 -2.2612729 
5.25 -23.56101 -47.469772 1.6027899 -2.2387207 
5.5 -23.127331 -48.00724 1.8686365 -2.040694 
5.75 -22.628111 -48.484642 2.1151452 -1.7754766 
6 -22.079443 -48.895779 2.2453306 -1.5175959 
6.25 -21.523315 -49.245453 2.1643782 -1.2832627 
6.5 -21.015839 -49.539017 1.8637477 -1.0688605 
6.75 -20.603148 -49.78233 1.4228992 -0.88410175 
7 -20.308268 -49.985088 0.9338941 -0.74735236 
7.25 -20.135843 -50.161121 0.44770938 -0.67173791 
7.5 -20.083364 -50.326534 -0.026588008 -0.66293746 
7.75 -20.149122 -50.498318 -0.50064456 -0.72280002 
8 -20.334555 -50.693607 -0.98433512 -0.85052204 
8.25 -20.641041 -50.928684 -1.4635357 -1.0391181 
8.5 -21.061363 -51.216766 -1.8818749 -1.2706089 
8.75 -21.569433 -51.565449 -2.1505599 -1.5199778 
9 -22.118824 -51.976814 -2.2088194 -1.7704686 
9.25 -22.658401 -52.449966 -2.0840983 -2.0112097 
9.5 -23.153055 -52.978237 -1.8645788 -2.1998732 
9.75 -23.588594 -53.538261 -1.6179683 -2.2493227 
10 -23.961466 -54.085213 -1.3641567 -2.0899465 
10.25 -24.270678 -54.567139 -1.1110079 -1.7399315 
10.5 -24.518713 -54.946499 -0.87880343 -1.2853146 
10.75 -24.713648 -55.207863 -0.68897653 -0.80583972 
11 -24.867619 -55.350422 -0.5518052 -0.33714911 
11.25 -24.993986 -55.377289 -0.46774578 0.12184568 
11.5 -25.105618 -55.288868 -0.43320775 0.58831382 
11.75 -25.214355 -55.081333 -0.4438329 1.0755601 
12 -25.330872 -54.750237 -0.494407 1.5713462 
12.25 -25.464272 -54.299824 -0.57749742 2.0152891 
12.5 -25.62171 -53.755943 -0.68602353 2.2992237 
12.75 -25.809666 -53.171871 -0.82387483 2.3269656 
13 -26.037954 -52.613918 -1.0136571 2.1010952 
13.25 -26.323206 -52.133675 -1.283167 1.7275063 
13.5 -26.686676 -51.751877 -1.6366547 1.3315655 
13.75 -27.144926 -51.463009 -2.0286622 0.99223542 
14 -27.695425 -51.249065 -2.3524249 0.7317999 
14.25 -28.30407 -51.092117 -2.4735937 0.53067005 
14.5 -28.90913 -50.981956 -2.3224375 0.35119087 
14.75 -29.446947 -50.917282 -1.9535911 0.16316326 
15 -29.878044 -50.902313 -1.4890254 -0.047963534 
15.25 -30.191761 -50.94389 -1.0260099 -0.29073676 
15.5 -30.394766 -51.051239 -0.60628986 -0.57629693 
15.75 -30.498812 -51.236702 -0.23299351 -0.91759473 
16 -30.514156 -51.515194 0.10550392 -1.3199707 
16.25 -30.448101 -51.9002 0.41917223 -1.7628149 
16.5 -30.306549 -52.394432 0.70892644 -2.1778584 
